,Pokemon_A,Pokemon_B,Winner
4768,533,567,533
4769,86,439,439
4770,602,777,777
4771,204,313,313
4772,210,381,381
4773,316,719,316
4774,525,654,525
4775,563,768,768
4776,707,625,707
4777,241,438,438
4778,766,224,224
4779,430,377,430
4780,289,123,123
4781,596,674,674
4782,620,778,778
4783,407,565,565
4784,521,434,521
4785,153,677,677
4786,522,202,522
4787,647,345,647
4788,139,515,139
4789,297,67,67
4790,557,4,557
4791,554,46,554
4792,178,514,514
4793,537,104,537
4794,528,584,528
4795,594,573,573
4796,750,14,750
4797,578,545,545
4798,742,240,742
4799,727,97,727
4800,607,130,130
4801,233,464,233
4802,253,601,253
4803,147,151,147
4804,704,295,704
4805,636,361,361
4806,183,281,281
4807,719,347,347
4808,416,692,692
4809,413,588,588
4810,629,446,629
4811,98,614,614
4812,553,480,553
4813,107,185,185
4814,208,661,661
4815,193,351,193
4816,426,146,426
4817,222,100,100
4818,58,457,457
4819,202,494,494
4820,207,258,258
4821,718,192,718
4822,491,149,149
4823,399,386,386
4824,481,448,481
4825,122,366,366
4826,50,220,50
4827,218,493,493
4828,347,77,77
4829,585,559,559
4830,795,471,795
4831,249,439,249
4832,678,693,693
4833,309,486,309
4834,219,543,219
4835,141,436,141
4836,213,161,161
4837,312,16,16
4838,402,232,232
4839,442,388,388
4840,137,709,709
4841,607,249,249
4842,351,51,351
4843,466,554,554
4844,694,332,694
4845,70,245,70
4846,452,707,707
4847,474,599,474
4848,671,16,671
4849,581,580,581
4850,160,631,631
4851,82,776,776
4852,55,481,481
4853,53,146,146
4854,391,792,792
4855,765,597,765
4856,771,344,344
4857,680,232,232
4858,307,497,307
4859,694,615,694
4860,71,628,628
4861,19,412,19
4862,319,738,319
4863,203,303,303
4864,592,244,244
4865,507,519,519
4866,459,95,95
4867,269,702,702
4868,273,313,313
4869,262,636,262
4870,345,762,345
4871,201,541,541
4872,356,761,761
4873,579,432,432
4874,472,27,472
4875,667,136,136
4876,309,603,603
4877,391,25,25
4878,212,416,212
4879,705,521,705
4880,7,603,7
4881,68,535,535
4882,754,655,655
4883,652,169,169
4884,335,113,335
4885,192,488,192
4886,489,542,542
4887,591,658,658
4888,77,620,77
4889,189,783,783
4890,623,594,623
4891,666,157,157
4892,577,704,704
4893,161,259,259
4894,729,248,248
4895,637,663,663
4896,778,706,706
4897,234,469,234
4898,369,755,369
4899,286,313,313
4900,217,392,392
4901,385,211,385
4902,729,590,590
4903,194,658,658
4904,437,423,423
4905,637,736,736
4906,528,685,528
4907,147,547,147
4908,765,526,526
4909,120,268,268
4910,107,350,350
4911,749,556,556
4912,472,547,472
4913,33,218,33
4914,238,126,126
4915,591,247,247
4916,409,212,212
4917,194,327,327
4918,345,114,345
4919,326,784,326
4920,592,108,108
4921,418,614,418
4922,791,505,505
4923,376,177,177
4924,516,683,683
4925,162,733,162
4926,411,537,537
4927,563,750,750
4928,486,617,617
4929,706,188,706
4930,333,281,333
4931,151,513,513
4932,304,279,279
4933,733,641,733
4934,51,223,223
4935,48,703,703
4936,398,247,398
4937,202,479,479
4938,244,285,244
4939,715,169,715
4940,223,294,223
4941,260,124,124
4942,293,172,172
4943,573,672,573
4944,54,297,54
4945,59,127,59
4946,322,333,333
4947,308,506,308
4948,779,762,762
4949,689,421,421
4950,401,132,132
4951,284,540,540
4952,266,651,266
4953,302,513,513
4954,481,418,418
4955,523,350,350
4956,526,625,526
4957,424,597,424
4958,551,302,551
4959,726,631,726
4960,618,378,618
4961,355,3,3
4962,639,427,427
4963,534,711,711
4964,666,417,417
4965,762,46,46
4966,357,110,110
4967,785,726,726
4968,395,285,285
4969,257,513,513
4970,17,748,748
4971,242,296,296
4972,340,452,340
4973,383,384,383
4974,318,337,337
4975,340,182,340
4976,558,455,455
4977,284,621,284
4978,539,523,539
4979,730,550,550
4980,398,375,398
4981,654,492,492
4982,576,632,576
4983,765,615,765
4984,240,570,570
4985,47,225,225
4986,600,178,600
4987,54,429,429
4988,77,1,77
4989,719,37,37
4990,213,678,213
4991,152,423,423
4992,517,775,517
4993,490,220,490
4994,340,244,340
4995,194,176,194
4996,353,115,115
4997,568,320,568
4998,764,9,9
4999,227,775,227
5000,375,296,296
5001,94,233,233
5002,276,310,276
5003,693,218,693
5004,268,162,162
5005,340,573,340
5006,236,86,236
5007,428,556,428
5008,629,395,629
5009,483,516,516
5010,134,258,134
5011,21,790,790
5012,111,165,165
5013,240,455,455
5014,30,171,171
5015,595,754,595
5016,13,734,13
5017,335,651,651
5018,613,243,613
5019,425,752,425
5020,70,454,454
5021,81,510,510
5022,636,84,84
5023,549,89,549
5024,115,798,798
5025,277,60,60
5026,651,183,651
5027,120,158,158
5028,565,755,565
5029,634,550,550
5030,572,310,572
5031,73,728,728
5032,496,355,355
5033,37,134,134
5034,542,150,542
5035,212,618,212
5036,725,7,7
5037,327,319,327
5038,521,145,521
5039,466,703,703
5040,276,125,276
5041,479,777,777
5042,598,164,164
5043,709,56,709
5044,109,198,109
5045,439,758,758
5046,667,679,679
5047,195,351,351
5048,655,245,245
5049,601,755,755
5050,53,609,609
5051,373,384,384
5052,772,193,772
5053,447,313,313
5054,102,8,102
5055,740,218,740
5056,635,95,635
5057,234,637,234
5058,354,164,164
5059,287,432,432
5060,504,634,634
5061,226,374,374
5062,451,665,451
5063,439,82,439
5064,266,54,54
5065,66,541,541
5066,49,521,521
5067,578,265,265
5068,555,107,555
5069,510,634,634
5070,111,784,784
5071,194,300,300
5072,369,552,552
5073,283,170,170
5074,708,232,708
5075,492,651,651
5076,625,523,523
5077,351,452,351
5078,761,110,110
5079,515,14,515
5080,533,656,533
5081,489,517,517
5082,488,300,300
5083,788,38,788
5084,131,774,131
5085,9,170,9
5086,24,351,24
5087,756,390,756
5088,387,328,328
5089,404,349,349
5090,560,702,702
5091,330,91,91
5092,210,436,436
5093,643,751,643
5094,17,435,435
5095,280,306,280
5096,29,9,9
5097,363,201,363
5098,687,401,687
5099,642,475,475
5100,440,525,525
5101,50,313,313
5102,87,72,87
5103,263,248,263
5104,228,425,425
5105,401,106,106
5106,528,443,528
5107,502,48,48
5108,513,421,513
5109,483,589,483
5110,156,486,486
5111,250,577,250
5112,789,662,662
5113,627,277,277
5114,526,246,526
5115,218,330,330
5116,549,621,549
5117,580,488,580
5118,4,585,4
5119,429,524,429
5120,327,85,85
5121,31,192,31
5122,639,760,760
5123,798,265,265
5124,166,340,340
5125,482,283,283
5126,340,375,340
5127,765,5,765
5128,546,184,184
5129,432,250,432
5130,557,689,557
5131,26,7,7
5132,69,224,224
5133,339,300,339
5134,557,452,557
5135,732,777,732
5136,166,135,135
5137,204,244,204
5138,240,434,240
5139,661,769,769
5140,18,588,588
5141,74,516,74
5142,269,136,136
5143,34,351,34
5144,343,111,343
5145,582,99,582
5146,456,305,305
5147,214,245,214
5148,36,200,36
5149,719,470,719
5150,640,470,470
5151,403,424,424
5152,599,604,604
5153,244,354,244
5154,48,730,48
5155,278,260,260
5156,399,603,603
5157,165,149,165
5158,139,434,139
5159,632,746,746
5160,767,496,767
5161,53,762,762
5162,779,713,713
5163,72,28,72
5164,724,422,724
5165,724,767,724
5166,1,620,620
5167,680,691,691
5168,295,30,30
5169,141,563,141
5170,369,562,369
5171,408,601,408
5172,304,352,352
5173,132,24,24
5174,488,502,502
5175,376,534,534
5176,93,429,429
5177,262,798,798
5178,371,625,371
5179,141,620,141
5180,27,288,288
5181,360,60,360
5182,387,396,387
5183,730,470,730
5184,373,626,373
5185,697,124,697
5186,657,653,657
5187,347,643,643
5188,455,85,85
5189,287,620,287
5190,666,663,663
5191,755,490,490
5192,206,627,627
5193,283,362,362
5194,626,270,270
5195,535,450,535
5196,95,269,269
5197,440,128,128
5198,800,318,800
5199,245,228,228
5200,415,676,676
5201,116,640,116
5202,799,589,799
5203,93,256,93
5204,240,421,421
5205,350,507,350
5206,295,182,295
5207,657,759,657
5208,537,438,438
5209,263,15,263
5210,151,299,299
5211,23,93,93
5212,412,574,574
5213,400,720,720
5214,102,554,102
5215,234,452,234
5216,777,641,777
5217,779,676,676
5218,799,772,772
5219,331,501,501
5220,82,128,128
5221,10,144,144
5222,392,69,69
5223,327,154,154
5224,452,701,701
5225,261,684,684
5226,259,206,259
5227,605,467,467
5228,539,660,539
5229,56,684,684
5230,527,439,527
5231,99,257,257
5232,67,735,67
5233,461,27,27
5234,279,514,279
5235,153,83,153
5236,604,79,79
5237,106,40,40
5238,749,448,448
5239,399,381,381
5240,501,790,501
5241,70,568,70
5242,662,141,141
5243,462,739,462
5244,165,742,165
5245,31,113,31
5246,679,231,679
5247,441,786,786
5248,596,348,348
5249,207,385,385
5250,787,400,787
5251,426,288,288
5252,99,253,99
5253,58,378,58
5254,188,240,240
5255,533,521,521
5256,767,46,767
5257,144,239,239
5258,694,762,694
5259,404,532,532
5260,520,100,100
5261,356,155,155
5262,393,688,393
5263,279,491,279
5264,211,602,602
5265,521,90,521
5266,51,534,534
5267,638,532,532
5268,381,273,273
5269,468,708,708
5270,384,421,421
5271,759,381,759
5272,35,128,128
5273,2,591,2
5274,485,752,752
5275,497,36,497
5276,639,210,639
5277,377,103,103
5278,646,116,646
5279,260,167,260
5280,47,200,47
5281,736,170,736
5282,406,172,172
5283,761,307,307
5284,651,756,651
5285,281,437,437
5286,113,219,219
5287,375,259,259
5288,111,224,111
5289,106,588,588
5290,232,63,63
5291,357,161,161
5292,452,506,452
5293,750,680,750
5294,725,305,725
5295,549,665,549
5296,197,46,46
5297,709,187,709
5298,493,598,493
5299,507,581,581
5300,362,447,362
5301,60,439,60
5302,238,776,776
5303,528,725,528
5304,651,92,651
5305,680,548,548
5306,453,790,790
5307,142,602,142
5308,144,746,746
5309,632,313,313
5310,72,658,72
5311,585,243,243
5312,782,482,782
5313,483,215,483
5314,242,461,242
5315,5,321,5
5316,425,765,425
5317,559,333,559
5318,545,652,545
5319,60,604,604
5320,673,567,673
5321,769,679,679
5322,156,10,156
5323,147,640,147
5324,147,295,147
5325,459,480,480
5326,566,137,137
5327,731,281,731
5328,689,63,63
5329,87,41,41
5330,299,550,550
5331,326,503,503
5332,694,673,694
5333,268,672,268
5334,729,114,729
5335,434,475,475
5336,416,354,416
5337,437,113,437
5338,383,716,716
5339,705,196,705
5340,122,342,342
5341,396,135,135
5342,617,293,293
5343,331,427,427
5344,682,381,682
5345,725,272,272
5346,504,328,504
5347,775,688,688
5348,211,715,715
5349,379,22,22
5350,612,753,612
5351,314,790,314
5352,167,569,569
5353,611,768,611
5354,621,102,102
5355,216,488,216
5356,155,237,155
5357,752,606,606
5358,471,387,387
5359,441,660,660
5360,154,69,154
5361,251,710,710
5362,777,41,777
5363,361,330,361
5364,654,785,785
5365,415,465,415
5366,536,149,536
5367,82,785,785
5368,761,346,346
5369,674,125,125
5370,257,629,629
5371,433,277,277
5372,467,204,467
5373,744,222,744
5374,559,437,437
5375,520,746,520
5376,228,775,228
5377,61,126,61
5378,459,410,410
5379,153,194,153
5380,771,450,450
5381,297,531,531
5382,191,258,258
5383,759,144,759
5384,519,64,519
5385,136,612,136
5386,439,545,545
5387,35,623,623
5388,353,119,119
5389,82,551,551
5390,728,475,475
5391,94,248,248
5392,145,717,717
5393,362,445,362
5394,378,210,378
5395,181,422,422
5396,293,303,303
5397,793,347,793
5398,562,390,562
5399,715,553,553
5400,360,623,360
5401,153,793,793
5402,643,366,643
5403,215,29,29
5404,54,87,54
5405,32,116,32
5406,88,208,208
5407,91,566,91
5408,749,587,587
5409,261,742,261
5410,20,125,20
5411,554,163,163
5412,567,527,527
5413,309,581,581
5414,787,551,551
5415,365,375,375
5416,640,186,186
5417,384,266,384
5418,627,372,627
5419,246,446,446
5420,214,538,538
5421,704,667,704
5422,316,681,316
5423,276,759,276
5424,555,361,361
5425,461,184,184
5426,199,712,712
5427,441,180,441
5428,424,55,55
5429,653,600,600
5430,246,662,246
5431,672,59,59
5432,217,318,217
5433,222,43,43
5434,494,228,494
5435,450,382,450
5436,149,347,347
5437,265,630,265
5438,508,298,508
5439,117,200,200
5440,400,792,792
5441,484,607,484
5442,514,515,514
5443,741,672,672
5444,688,625,688
5445,433,569,569
5446,303,306,306
5447,722,275,275
5448,144,5,5
5449,474,54,474
5450,733,178,178
5451,73,310,310
5452,687,243,687
5453,5,122,5
5454,60,237,60
5455,448,302,302
5456,67,589,67
5457,260,239,260
5458,343,464,343
5459,189,195,195
5460,621,110,110
5461,583,751,751
5462,485,320,320
5463,327,380,380
5464,709,791,709
5465,374,234,234
5466,221,118,221
5467,271,755,271
5468,403,339,339
5469,353,635,635
5470,577,559,559
5471,594,9,9
5472,185,17,185
5473,681,321,681
5474,708,646,708
5475,725,199,725
5476,436,675,436
5477,778,156,778
5478,287,83,287
5479,362,755,362
5480,352,226,352
5481,511,218,511
5482,9,448,9
5483,395,71,71
5484,228,571,228
5485,622,787,787
5486,275,115,275
5487,99,124,124
5488,320,268,320
5489,581,303,581
5490,625,785,785
5491,4,304,4
5492,445,74,74
5493,797,426,797
5494,766,139,139
5495,542,300,542
5496,655,41,655
5497,706,439,706
5498,14,306,306
5499,161,146,161
5500,159,84,84
5501,536,264,264
5502,9,559,9
5503,638,728,638
5504,547,733,547
5505,533,358,533
5506,226,437,437
5507,468,221,221
5508,764,661,764
5509,628,710,710
5510,329,176,329
5511,419,755,419
5512,88,150,150
5513,177,324,177
5514,578,418,418
5515,445,261,261
5516,68,788,68
5517,201,594,594
5518,9,478,478
5519,745,674,745
5520,38,714,714
5521,619,512,619
5522,225,661,661
5523,452,567,567
5524,162,289,162
5525,163,763,163
5526,160,55,55
5527,154,765,154
5528,609,753,609
5529,433,105,105
5530,666,366,366
5531,760,200,760
5532,114,778,778
5533,48,305,48
5534,188,663,663
5535,164,39,164
5536,114,99,99
5537,236,752,752
5538,627,661,661
5539,473,532,532
5540,551,646,551
5541,364,320,320
5542,757,706,706
5543,309,455,455
5544,123,574,574
5545,456,404,404
5546,499,225,499
5547,163,691,163
5548,785,598,785
5549,224,779,779
5550,446,180,446
5551,594,585,594
5552,5,118,5
5553,625,510,510
5554,650,491,650
5555,463,554,554
5556,686,442,442
5557,557,164,164
5558,89,332,89
5559,152,648,648
5560,777,723,777
5561,244,19,19
5562,471,470,471
5563,410,620,410
5564,757,144,144
5565,726,329,726
5566,655,164,164
5567,515,397,397
5568,576,149,576
5569,460,516,516
5570,385,245,245
5571,732,324,732
5572,205,84,205
5573,29,364,364
5574,279,780,279
5575,719,193,193
5576,289,361,361
5577,228,423,423
5578,179,694,694
5579,140,456,456
5580,342,431,342
5581,790,266,266
5582,602,212,212
5583,490,371,490
5584,681,714,714
5585,120,91,91
5586,453,609,453
5587,322,502,502
5588,673,100,100
5589,154,201,154
5590,55,745,745
5591,184,97,184
5592,534,721,534
5593,558,310,558
5594,144,619,619
5595,321,736,736
5596,111,793,793
5597,248,522,522
5598,334,211,334
5599,750,642,642
5600,650,621,650
5601,655,103,103
5602,387,361,361
5603,555,161,161
5604,151,627,151
5605,638,437,437
5606,180,403,180
5607,624,442,442
5608,72,681,72
5609,125,60,125
5610,193,277,193
5611,55,744,55
5612,14,233,233
5613,642,551,551
5614,369,585,369
5615,351,144,351
5616,634,322,634
5617,408,143,143
5618,136,166,166
5619,37,189,37
5620,772,271,772
5621,526,573,526
5622,678,575,575
5623,307,659,307
5624,300,656,300
5625,539,324,539
5626,183,359,359
5627,260,720,260
5628,563,365,563
5629,152,566,566
5630,79,162,162
5631,329,692,692
5632,502,259,259
5633,797,59,59
5634,311,302,302
5635,595,280,280
5636,84,400,84
5637,138,667,138
5638,305,28,28
5639,201,179,179
5640,755,83,755
5641,113,244,244
5642,765,638,765
5643,46,119,119
5644,355,524,524
5645,544,116,544
5646,75,146,146
5647,13,343,343
5648,113,448,448
5649,615,619,619
5650,634,2,634
5651,375,668,375
5652,676,525,525
5653,507,465,465
5654,158,692,158
5655,366,715,715
5656,491,314,314
5657,431,597,431
5658,57,141,57
5659,127,223,223
5660,581,69,581
5661,136,371,136
5662,502,320,320
5663,304,654,654
5664,440,203,203
5665,81,355,355
5666,582,526,526
5667,41,199,199
5668,595,409,409
5669,779,528,528
5670,245,400,245
5671,689,428,428
5672,612,133,133
5673,560,204,204
5674,585,365,585
5675,770,541,541
5676,436,392,392
5677,777,532,532
5678,441,635,635
5679,288,191,288
5680,391,335,335
5681,640,498,498
5682,384,222,384
5683,157,675,157
5684,259,38,259
5685,496,705,496
5686,156,472,472
5687,34,17,34
5688,65,43,65
5689,6,377,6
5690,476,418,418
5691,774,732,732
5692,371,128,371
5693,327,349,349
5694,96,753,96
5695,761,750,750
5696,47,329,47
5697,222,568,568
5698,62,358,358
5699,550,654,550
5700,637,624,637
5701,647,585,585
5702,322,672,672
5703,683,228,228
5704,247,230,230
5705,68,798,798
5706,300,79,300
5707,290,456,456
5708,81,43,81
5709,49,24,24
5710,301,109,301
5711,199,687,687
5712,497,333,497
5713,402,421,421
5714,169,280,280
5715,717,109,717
5716,106,110,110
5717,481,451,481
5718,472,307,472
5719,586,442,586
5720,478,342,478
5721,146,292,146
5722,708,207,708
5723,192,438,438
5724,618,463,463
5725,83,615,615
5726,333,381,333
5727,291,350,350
5728,436,214,214
5729,378,636,636
5730,31,292,31
5731,381,373,373
5732,112,172,172
5733,4,492,4
5734,46,230,230
5735,659,107,107
5736,31,509,31
5737,304,80,80
5738,494,781,494
5739,220,25,25
5740,422,172,172
5741,111,356,356
5742,714,533,714
5743,671,785,785
5744,789,422,422
5745,707,471,707
5746,189,683,683
5747,6,305,6
5748,322,260,260
5749,450,291,291
5750,431,517,431
5751,565,453,453
5752,420,723,420
5753,336,654,336
5754,677,4,677
5755,141,11,141
5756,130,687,130
5757,229,216,216
5758,11,529,11
5759,629,250,629
5760,102,486,486
5761,588,508,588
5762,81,565,565
5763,689,316,316
5764,290,377,377
5765,367,15,367
5766,16,738,16
5767,13,285,13
5768,797,231,797
5769,630,531,531
5770,637,476,476
5771,644,635,635
5772,618,753,618
5773,473,1,473
5774,454,683,454
5775,583,460,583
5776,533,715,715
5777,524,65,65
5778,200,130,130
5779,207,750,750
5780,12,706,706
5781,329,100,100
5782,515,196,196
5783,572,269,572
5784,688,770,770
5785,64,298,298
5786,786,558,786
5787,775,93,93
5788,232,557,557
5789,529,787,787
5790,593,524,524
5791,510,716,716
5792,357,700,700
5793,683,478,478
5794,460,225,460
5795,503,151,503
5796,573,731,731
5797,745,634,745
5798,176,190,190
5799,561,37,37
5800,722,155,155
5801,752,219,219
5802,56,408,56
5803,290,286,286
5804,604,711,711
5805,686,304,686
5806,418,26,418
5807,576,785,576
5808,45,694,694
5809,184,331,184
5810,231,338,338
5811,69,632,69
5812,645,432,432
5813,231,145,145
5814,639,218,218
5815,101,7,7
5816,397,601,397
5817,736,496,496
5818,151,789,151
5819,586,653,653
5820,128,442,128
5821,339,726,339
5822,139,21,139
5823,707,739,707
5824,101,796,101
5825,28,708,28
5826,136,354,136
5827,283,299,299
5828,670,421,421
5829,207,241,241
5830,225,797,797
5831,586,733,733
5832,320,610,610
5833,479,35,479
5834,571,116,116
5835,571,109,109
5836,417,689,689
5837,684,772,772
5838,630,527,527
5839,446,453,453
5840,431,149,431
5841,283,596,596
5842,219,287,219
5843,586,416,586
5844,111,615,615
5845,678,64,64
5846,171,676,171
5847,411,177,177
5848,119,482,119
5849,285,495,495
5850,569,716,716
5851,480,135,135
5852,190,290,190
5853,566,325,566
5854,651,110,651
5855,579,615,615
5856,298,592,298
5857,648,320,648
5858,306,507,306
5859,98,458,98
5860,87,365,365
5861,798,502,798
5862,615,405,405
5863,521,88,521
5864,164,341,164
5865,30,463,30
5866,366,642,366
5867,102,555,102
5868,29,25,25
5869,239,147,147
5870,595,160,160
5871,314,93,93
5872,608,706,608
5873,143,673,673
5874,453,382,453
5875,330,725,725
5876,262,205,205
5877,514,257,257
5878,369,613,613
5879,511,622,622
5880,243,411,243
5881,679,775,679
5882,291,758,758
5883,127,515,127
5884,732,18,732
5885,422,731,422
5886,127,333,127
5887,412,373,373
5888,799,593,799
5889,276,292,276
5890,593,747,747
5891,537,121,121
5892,490,352,490
5893,490,219,490
5894,518,70,70
5895,74,334,334
5896,798,386,386
5897,556,479,556
5898,89,701,701
5899,237,541,541
5900,675,345,345
5901,581,424,581
5902,336,410,410
5903,91,259,259
5904,253,108,108
5905,24,349,24
5906,14,440,440
5907,16,195,16
5908,10,639,10
5909,232,691,232
5910,731,752,731
5911,711,395,711
5912,84,49,84
5913,386,750,750
5914,505,458,505
5915,652,685,685
5916,71,344,71
5917,779,218,218
5918,310,699,699
5919,198,217,217
5920,461,148,148
5921,386,516,516
5922,100,112,100
5923,345,525,525
5924,553,339,553
5925,484,206,206
5926,529,246,246
5927,553,516,553
5928,82,137,137
5929,746,478,478
5930,36,724,724
5931,326,685,685
5932,218,706,706
5933,128,790,128
5934,637,52,637
5935,594,108,108
5936,209,565,209
5937,332,670,670
5938,352,270,270
5939,748,203,748
5940,679,136,679
5941,795,69,795
5942,535,326,535
5943,718,645,718
5944,244,579,244
5945,564,280,280
5946,72,343,72
5947,575,505,505
5948,747,78,747
5949,201,617,617
5950,151,185,185
5951,599,412,412
5952,408,229,229
5953,508,576,576
5954,372,327,372
5955,267,266,267
5956,632,309,632
5957,459,225,459
5958,95,765,765
5959,528,582,528
5960,300,194,300
5961,580,492,580
5962,230,34,230
5963,577,441,441
5964,100,144,100
5965,52,764,764
5966,285,102,102
5967,210,147,147
5968,481,398,481
5969,465,532,465
5970,596,479,479
5971,798,337,337
5972,8,126,8
5973,180,518,518
5974,277,478,478
5975,384,456,384
5976,11,402,11
5977,158,640,158
5978,624,332,332
5979,521,190,521
5980,560,277,560
5981,641,644,644
5982,263,565,263
5983,250,71,71
5984,583,668,583
5985,622,796,622
5986,752,380,380
5987,150,546,546
5988,515,467,467
5989,422,61,422
5990,777,53,777
5991,681,279,279
5992,429,372,429
5993,711,749,711
5994,514,521,521
5995,368,629,629
5996,525,30,30
5997,451,713,713
5998,252,52,252
5999,152,571,571
6000,299,456,299
6001,124,568,124
6002,91,6,6
6003,142,446,142
6004,331,479,479
6005,314,30,314
6006,706,459,706
6007,409,252,409
6008,625,585,625
6009,677,760,677
6010,108,161,108
6011,484,633,633
6012,653,189,653
6013,740,369,740
6014,11,89,11
6015,663,186,663
6016,577,410,410
6017,546,195,546
6018,22,83,83
6019,711,486,711
6020,273,103,103
6021,196,52,196
6022,212,317,317
6023,357,579,357
6024,383,645,383
6025,475,780,475
6026,796,648,648
6027,27,571,27
6028,730,597,597
6029,236,46,236
6030,200,120,200
6031,662,761,662
6032,639,275,275
6033,15,119,119
6034,376,640,376
6035,155,484,155
6036,400,374,400
6037,476,212,212
6038,63,192,63
6039,721,18,721
6040,622,194,622
6041,216,133,133
6042,101,232,101
6043,640,117,117
6044,87,796,796
6045,697,329,697
6046,279,326,279
6047,471,455,455
6048,467,360,467
6049,42,157,157
6050,505,36,505
6051,769,664,664
6052,99,537,537
6053,743,591,591
6054,613,622,613
6055,214,388,214
6056,673,548,548
6057,97,297,97
6058,434,201,434
6059,108,560,108
6060,639,363,363
6061,689,636,689
6062,644,408,408
6063,613,48,48
6064,395,450,450
6065,148,669,148
6066,582,273,582
6067,340,456,340
6068,692,232,232
6069,140,96,96
6070,81,360,81
6071,488,320,320
6072,221,99,99
6073,342,500,342
6074,691,146,146
6075,480,47,480
6076,249,789,249
6077,229,789,229
6078,485,238,238
6079,152,694,694
6080,514,113,514
6081,702,412,702
6082,560,230,230
6083,798,112,798
6084,255,338,255
6085,239,364,364
6086,519,696,519
6087,800,205,205
6088,721,631,631
6089,247,91,247
6090,552,601,552
6091,695,780,780
6092,515,559,559
6093,202,716,716
6094,573,76,573
6095,204,394,394
6096,759,675,759
6097,213,531,531
6098,400,13,13
6099,623,61,623
6100,296,246,246
6101,382,170,382
6102,559,582,582
6103,447,351,351
6104,472,467,467
6105,392,427,427
6106,113,40,40
6107,356,418,356
6108,666,783,666
6109,339,54,339
6110,304,193,193
6111,776,697,697
6112,137,354,137
6113,4,677,677
6114,261,593,261
6115,244,177,177
6116,350,503,350
6117,662,383,383
6118,661,179,179
6119,304,165,165
6120,237,32,32
6121,239,155,155
6122,543,620,543
6123,43,673,673
6124,166,411,166
6125,451,681,451
6126,521,249,249
6127,433,70,70
6128,763,621,621
6129,666,371,371
6130,482,665,482
6131,316,433,316
6132,749,730,730
6133,366,267,366
6134,659,774,774
6135,573,19,19
6136,339,647,339
6137,97,107,107
6138,322,677,322
6139,120,496,120
6140,494,588,588
6141,737,664,737
6142,313,750,750
6143,276,83,276
6144,399,72,72
6145,23,745,745
6146,344,734,344
6147,489,91,91
6148,452,347,347
6149,793,271,793
6150,328,644,644
6151,673,138,138
6152,473,343,343
6153,44,413,44
6154,59,284,59
6155,502,61,61
6156,603,208,603
6157,244,346,244
6158,496,38,496
6159,339,68,339
6160,3,451,3
6161,219,438,438
6162,291,196,291
6163,60,25,25
6164,495,364,495
6165,422,782,422
6166,415,344,344
6167,457,80,457
6168,468,446,446
6169,604,769,604
6170,103,259,103
6171,164,156,164
6172,590,621,590
6173,428,152,428
6174,751,638,638
6175,405,774,405
6176,555,298,555
6177,592,451,451
6178,404,257,257
6179,255,222,255
6180,548,789,548
6181,366,59,59
6182,443,428,428
6183,690,85,85
6184,101,267,267
6185,498,583,583
6186,673,448,673
6187,385,191,191
6188,298,501,298
6189,635,27,635
6190,290,303,303
6191,199,238,199
6192,297,759,759
6193,85,378,85
6194,301,569,301
6195,591,96,591
6196,276,267,276
6197,271,777,271
6198,612,429,429
6199,631,704,704
6200,716,75,716
6201,643,135,135
6202,616,600,616
6203,555,435,555
6204,501,448,448
6205,5,761,5
6206,716,776,716
6207,358,656,358
6208,410,15,410
6209,665,227,227
6210,562,468,562
6211,171,278,171
6212,518,396,518
6213,221,585,221
6214,60,456,60
6215,717,278,717
6216,344,195,344
6217,615,398,398
6218,577,464,464
6219,299,5,299
6220,128,8,8
6221,372,651,651
6222,796,348,348
6223,201,157,157
6224,648,671,648
6225,690,488,690
6226,751,333,751
6227,171,237,171
6228,222,388,388
6229,418,646,418
6230,416,469,469
6231,134,101,101
6232,478,626,478
6233,405,587,587
6234,721,641,721
6235,630,41,630
6236,12,650,12
6237,454,259,259
6238,121,405,405
6239,690,609,690
6240,580,714,714
6241,97,242,242
6242,157,698,157
6243,568,319,568
6244,194,131,131
6245,395,251,251
6246,579,771,771
6247,538,595,538
6248,590,266,590
6249,192,248,248
6250,493,191,493
6251,512,367,367
6252,198,213,213
6253,402,713,713
6254,662,761,662
6255,179,97,179
6256,118,69,118
6257,114,789,114
6258,36,357,357
6259,50,374,50
6260,119,619,119
6261,171,563,171
6262,698,670,698
6263,181,82,82
6264,374,664,664
6265,216,370,216
6266,2,157,157
6267,705,310,705
6268,31,800,31
6269,57,290,57
6270,622,580,580
6271,5,38,5
6272,133,529,133
6273,538,400,538
6274,672,751,751
6275,538,787,538
6276,720,91,91
6277,501,216,216
6278,302,653,653
6279,225,488,225
6280,690,727,727
6281,620,762,762
6282,389,509,509
6283,305,699,699
6284,447,261,261
6285,136,264,264
6286,643,142,643
6287,734,674,674
6288,457,346,346
6289,419,797,797
6290,105,1,1
6291,675,549,549
6292,79,338,79
6293,95,114,95
6294,245,646,646
6295,763,59,59
6296,714,407,714
6297,164,796,164
6298,429,513,513
6299,294,482,482
6300,799,691,799
6301,548,338,548
6302,53,534,534
6303,426,592,426
6304,458,164,164
6305,455,533,533
6306,62,138,138
6307,89,555,555
6308,394,593,394
6309,180,572,572
6310,600,252,600
6311,281,367,367
6312,410,769,410
6313,632,751,632
6314,618,60,618
6315,591,785,785
6316,98,670,670
6317,312,191,191
6318,417,631,631
6319,43,520,520
6320,100,509,100
